Title,Author,Date,Number of Responses,Content
10 years living with My dementia,Norrms,2017-10-02T15:48:04+0100,0,"TEN YEARS LIVING WITH Dementia 

A short message to all about living with dementia for 10 years and my hopes for the future, please feel free to share"
Neuropsychology results,tangled89,2017-10-22T00:54:33+0100,0,"Evening all. 
Just a quick question, I had a neuropsychological assessment on 30th August this year i am still waiting to see a copy of the report. Is it normal for it to have taken so long?"
DEMENTIA-ISOLATION + Benefit of the Doubt,Norrms,2017-10-17T10:09:23+0100,0,"Dementia-Isolation + Benefit of the Doubt


Hiya all, this might not sit right with some, and for that I apologise, but here goes anyway as I have always spoken from the heart.

In any illness isolation is an awful thing, but with dementia even more so, because over time, and as the disease progresses a person with dementia becomes more and more isolated, and sadly, sometimes, this comes from those around you. I am not talking about those closest to you doing things for you as has been mentioned before, but in general day to day living and decision making. If i am honest there are times i could scream because i am being corrected so many times by others. Not only that, when i am corrected about something i know i am 100% sure of is right, i get that knowing look, that nod, and the weakness in their necks where their head bends to one side and they are thinking Ahhh, must be his dementia SO INFURIATING !!

SOMETIME`s WE GET IT RIGHT""!!!

All too often people, including loved ones are so quick to jump to the conclusion that it cant be right ! because we have dementia, can you imagine how limiting that is, how it feels like not be heard, and even worse, how it feels like not to be believed, 

WE HAVE DEMENTIA, WE ARE NOT STUPID !!

All i am asking, and this is from personal experience, is please think about what you are going to say first, but most of all please listen to what we are saying and give us the benefit of the doubt as you would to others, please don't take away our voice, our opinion and our very own self-worth 

Norrms Mc Namara 
Diagnosed with dementia and still fighting it every day"
Such is dementia,Norrms,2017-09-11T16:28:27+0100,0,"SUCH IS DEMENTIA`S WORLD

As I walk through the street, I am there, yet I am not,
You see me, even hear me, yet I don't see you
I am not in your world, I am NOT  in my own world,
I am in dementia`s world where nothing is real,
YOU are not, THANKFULLY
I stand and stare at the shop windows, but I don't see me,
Sometimes I see a younger me, sometimes an older me,
But I NEVER SEE ME, never  the REAL ME,
You hear me speak, but sometimes I don't hear you, 
I want to hear you, I want to hang on to every word,
I want this world to make sense again,
But of course, it doesn't, not anymore,
I see where your going, but I don't know where I am going,
I hear you laughing, and yet I cannot laugh,
Dementias world is devoid of all sense, humour, and direction,
I walk in a maze of uncertainty and loneliness,
Each step is so hard some days,
Each step feels like a mile walked,
I stumble and stagger as if walking over rough terrain,
Sometimes falling over absolutely nothing,  in a heap on the floor, in a heap of embarrassment,
Never wanting to get up again, hoping dementia`s world will swallow me up,
Sometimes I am here, sometimes not,
Anf yet I feel I am everywhere, but yet? I am sadly NOWHERE

SUCH IS DEMENTIA`S WORLD

Norrms Mc Namara

Diagnosed with Dementia 9 years ago aged 50 

(feeling different today ) 

Please share if you wish"
Gulp - something new,creativesarah,2017-10-11T22:25:20+0100,0,"Tomorrow is my first attempt at taking the creative writing group I go to, as a tutor.
I am feeling very nervous but my aim is to eventually start a creative writing group for those affected by dementia. My tutor is full of hope about it!
I found a wonderful quote by Helen Keller about memory
'Smell is a potent wizard that transports you across thousands of miles and all the years you have lived.'
I have got some things to smell like Germolene, perfume, citrus bath oil.
I am going to put some items on the table and then get people to write as if they are that object and I have got some facsimile newspapers which are fascinating.

I have just ordered a new Alzheimer's Society T-shirt as I have been asked to do a reading of one of my stories at a fundraising event, and a wristband and a brooch.

In this months 'Living with Dementia' my poem was shortlisted so lots of exciting things going on despite going through a very difficult time

Chins up!"
Update on my book -needing a bit of feedback,creativesarah,2017-09-28T21:33:02+0100,0,"I am still enjoying writing my book and a friend is mentoring me and making sure I keep at it!

I want it to be empowering and encouraging. I have got 9 - 10 stories that fit 1&2 and I want to publish this first
.
I am planning to self-publish the first book and if necessary I may crowdfund for the second if I don't manage to get a publisher

I want people to feel they are on a journey not that they have reached their final destination.
Early on when first diagnosed it can feel as if you are staring into a black hole but that is when you need help and hope to go on and live life to the fullest that is possible in your situation

I'm not sure what emphasis I should go for

1 a book of short stories that address memory/dementia issues in a narrative rather than clinical way
 this may be a story about someone with early-stage enjoying life as well as they can, that we are on a         journey, not a final destination and aims to help those newly diagnosed and their carers and family but is 

2  a book of short stories that can be enjoyed by anyone, but with memory as the theme including reference to some memory loss in a few of the stories.

3 a book of short stories that will inspire carers to try new activities with the person living with dementia but some of these stories depict the person with dementia in later stages as well as early. (I think this may be my second book)

Any feedback would be appreciated as I want to help as many people as possible

I would like to publish as an ebook and a paperback. I wouldn't mention dementia in 1 & 2 as it would make a nice gift and some people might not want to read it if it was labeled in that way

I  want to use a larger font and 1.5 spacing to make it easier to read

It will probably be called the Memory Box so that it is searchable online in a dementia context.

Thanks for reading all this."
Dark days Darker nights,Norrms,2017-09-05T10:46:37+0100,0,"Dark days, Dark nights

As I walked through Newton Abbot yesterday I felt my legs getting heavier, but the most disturbing thing was my head was getting even heavier. they talk about the weight of the world being on your shoulders but this now applied to my head. it felt as if I couldn't lift it and was being pressed down by some incredible invisible force, my eyes were glued to watching my feet as I struggled to put one foot in front of the other. Elaine noticed straight away, held onto me and insisted that was enough and we headed back to the car. I hadn't walked that far but I had felt a little ""Strange "" most of the day. By the time I got back to the car I was totally exhausted, shaking and so out of breath, my head felt like it was full of cotton wool and I couldn't get my words out properly,

 Lewy Body`s had struck early in the day.................

Unfortunately, it didn't come by itself, accompanying it was what I call my ""Concrete Overcoat"" Some people call it the "" Big Black Dog, most know it as depression. I was being assaulted, mentally and physically from all sides, as you all know, I also have heart failure and have so much trouble breathing sometimes, yesterday, as they day, felt like the ""Perfect Storm"" 

Not much was said on the way back from Newton Abbot to Torquay, about a twenty-minute journey, don't get me wrong, it wasn't for the want of trying !! But hard as I tried, just a mumbled jumped up set of words came out that even Elaine couldn't understand. I literally staggered out of the car as if I had been drinking as Elaine held onto me as tight as possible as we approached our flat. As soon, as I got in she, sat me down, took off my shoes and helped me to bed ""best place for you  at the moment i can recall her saying as I fell into a black depressive sleep, which was fitful and littered with disturbing dreams and even more disturbing and dark ridden thoughts.

 An hour or so later I awoke with a thumping head and feeling very disorientated, so very low and couldn't see any light what so ever at the end of this everlasting tunnel called dementia and depression. I firmly believe the two are inexplicably linked and when they come together, all seems lost. The rest of the night was sat in almost silence and I am so grateful it was, because my ANGEL Elaine just has that knack of saying the right things at the right times, when to say something and when not to, bedtime came and as it did I dreaded, once again what was to come 

TODAY IS A DIFFERENT DAY

Norrms 

Diagnosed with dementia (And depression ) nine years ago aged just 50 xxxxxx"
People smiling ??,Norrms,2017-09-14T12:31:56+0100,0,"Just walked through Torquay, lots of people smiling at me ?? Then realised this is in Today's local paper LOL LOL 

Funny though ? haven't heard anything since I sent the letter last week from Either ?? You don't think it worked do you ?? Nah, couldn't have done, could it ?? LOL  

http://www.devonlive.com/news/devon-news/dementia-campaigner-norrms-warns-trump-433536"
Forget me not,Haverton,2017-09-05T18:33:59+0100,0,"Hi everyone.  I sometimes think that those who have an influence on our lives, doctors, carers etc often see us as what we are today.  They somehow do not consider what we were and what we still can do.

I have been so fortunate to experience many wonderful things and activities during my life and i am so grateful for this. I just want to express such things with my friends on here which you might identify with.  I also hope our cares pick up our threads.

Did they not know that I had a high powered job in industry?

Did they not know that i trained  as a counsellor and worked  in the community with those who had problems with addiction?

Did they not know that I was a musician and performed in venues throughout the Uk and Europe?

Did they not know that I went to university in my fifties?

Did they not know that i met then married wonderful lady?

Did they not know that I am a stepfather to a smashing young man?

Did they not know that I am a grandfather to a beautiful little girl?

I think i have said enough.  I really hope this thread douse not sound that i am boasting.  I would not have accomplished much of what i have done without individual and collective efforts of others
Thank you.
Take care"
Navy blue or black?,Jeanie 73,2017-09-08T12:52:42+0100,0,"Well we managed to get into town for a couple of hours yesterday. Having too change and adapt to how I am for now, rest earlier even though probably only been awake a relatively short while and then go out!
I can't get through the tiredness other wise.
Brain overactive because I've been out so no sleep until 1am.
Bought a long cardigan a while back, wanted a black one, both Joy and person who served me said it is black,but too me it looked navy blue! Wore it yesterday still looked navy blue to me! But when I put my new specs on hallelujah it was black.
My Optician knew of and understood about the PCA so he was not surprised when they did the test with the dots that move and you have to say how many etc. That I could not do it so I have non existent peripheral sight and he stated that I would need adjustments re my specs over time. He is aware that PCA is neurological, but it seems that he is able too adjust my sight in some way too compensate for a while anyway.
Afraid I don't understand any of it and Memory clinic have not got back to me,but because Maggie did not know about PCA I stated that I was on correct treatment anyway, they probably thought there was no point in seeing a neurologist. I'm inclined to agree!❤️"
My home alone days,Jeanie 73,2017-08-23T20:41:39+0100,0,"Pleased to report that my home alone days despite my tiredness are a resounding success.
My daughter has her day off and often goes on an away day by coach, to see new places and see friends.
I am quite happy  to potter and raid the fridge for whatever takes my fancy, bought the previous day and as promised NO ATTEMPT at cooking  ❤️"
Is there a solution? Other than just talk too yourself?,Jeanie 73,2017-08-09T12:35:27+0100,0,"I don't really know where to start, but start I must! What is really there for me in my every day life?
I must first say that I am in no way sorry for myself in spite of the Alzheimer's and now the P.C.A I would be far more concerned if it were one of my children that was affected.
I am so grateful for the love and care that I get from my daughter, but I have no one to talk to other than Joy, I can no longer cope with the phone.
The highlight of my life is if I can manage to go to the toilet once or if I'm lucky twice a week! Something most of you don't really want too know I'm sure, but Alzheimer's is not just about memory, it affects also all your bodily functionality and add in the P.C.A that also affects your sight,but in a quite insidious way by distorting what you can see some times in a frightening way and the truth is the part of your brain that enables you too see is dying and with no known timeline.
The good news, for me anyway, is that generally it allows you too retain much of your thought process, and you can still empathise with others and understand them. Speech is a different matter, so is trying to hand write anything or add up numbers or just deal with numbers in any meaningful way.
My predictive txt writes almost all of this for me now,otherwise it would just be a load of rubbish making no sense at all.
The memory clinic people are very kind see me once every six months mainly too see if I can still stay on the Ebixa. They say just call them if any problems!
At my age most of my friends have either died or have some kind of Dementia themselves any relatives live a long way away. A sad fact of life I'm afraid  
I'm quite good at being on my own, but it would be nice now and then too have someone to talk to and with. Not about the disease but I have many interests and would be interested also in theirs. My speech may be slow and I forget what I want too say,but often get there in the end!
Is there a solution surely there must be, mus,not there!?❤️"
Return to sender,Haverton,2017-08-16T22:31:03+0100,0,"Hi everyone just an update of my travels.  My trip up north went really well.  The support that i arranged before my travels was second to non.  I was met by people who ensured I was on the right platform and placed on correct train.  My journey meant there were several interchanges and i was met at each stage by those who could best help.  I have posted a thank you on the companies website.

I know that my travels were a real concern for my loved ones and  i am very fortunate they care so much about my welfare.  But the sense of achievement was very real to me and has given me such confidence.

Thanks for all your support and encouragement 

Take care"
What about the Carers ??,Norrms,2017-08-21T08:39:23+0100,0,"What about The Carers ???

As I was getting dressed this morning my darling Angel Elaine wrapped her arms around me from the back and said ""Not one of your better nights, or weeks actually"" I knew then it has been a bad week, but what I didn't know, or remember, was how bad the previous night had been. I feel I should have done but I didn't see the usual dark shadows under her beautiful eyes and felt so sad I had missed this. Sometimes this is the worst part of it, most of the time I CANT remember what happened the night before, in fact, I remember very little and what I do, I share with you all.

Sometimes Elaine shares with me and I share with you but most of the time she doesn't, for fear of upsetting me. This is where the guilt comes in, I can see the tiredness in her eyes, I can hear how she yawns during the day and I can hear the weariness in her voice and yet ?? And yet she doesn't share all for fear of upsetting me ?? So many times I have wept in private after watching her in the evening and during her daily struggle with exhaustion but never once has she complained, not once.

I am writing this in the hope that those people who are not touched by dementia or have never become a carer, out of necessity, or choice, understand just a little better what carer`s go through. Yes, it's us with dementia who have the illness, But the carers? Please just stop and think about them for a while, please ????

Norrms, xxxxxxxxxxxxxxxxx"
What does dementia feel like?,BenJ1,2017-04-13T19:11:14+0100,0,"Hi Everyone,

I have had family members who have had dementia (2 grandparents) but I never felt confident enough to ask them how it actually feels to have dementia. I feel this open forum is the best place to ask as people here are in a position to answer it.

My question is: What does dementia feel like to you? How does it effect you on a day to day bases? What do you struggle with? What do you think people could do more to help you?

I would just like to gain a more in depth insight to how it felt for my family members who had dementia. 

I really appreciate everyone who is willing to give me any sort of answer. Have a good day.

Kind regards, 
Ben"
New Wheelchair,danonwheels,2017-08-09T09:26:13+0100,0,"I was issued a new wheelchair yesterday by wheelchair services and am struggling getting it in and out of my car.  My old one I've had for about 9 years (might be more or less than that) and I had a routine of how to get it in and out the car.  This new one is quite a bit bigger and has more to do in order to collapse it to lift it over myself into and out of the car and I keep forgetting the sequence.

Wheelchair services staff did go through it with me yesterday but I keep struggling and it's frustrating.

Not sure if there are any suggestions anyone can make, I think I just needed to vent a bit."
What does it matter ??,Norrms,2017-07-13T07:50:29+0100,0,"What does it Matter if I can't remember yesterday?
As long as today is good xxx"
Keys to remembering the past,Norrms,2017-07-23T16:59:14+0100,0,"KEYS TO REMEMBERING THE PAST ??


As i finished taking the garden rubbish around the back i sat on my patio and went to put my keys back into my pocket after locking the gate. As i sat down i looked at my keys and was so very surprised to see how many keys were actually on my key ring. So, i stared at them, counted them, of which there were many and hard as i thought i realised, apart from all but three keys i have no memory of what they were for ??? The three keys i could remember where my front door key, my Patio door key and my key for fishing (yes it's true, this saddo has a key for fishing lol, it opens gates to various venues where i fish ) but the others brought back no memories. 

Now, this may not seem such a big thing to most people, but to myself, living with this awful disease of dementia it was huge !! WHY ?? because in the palm of my hand were possibly, so many different memories lay, so many different experiences that could tell so many tales? 

THE GOLD ONE ???

Was that a special one because it was GOLD? What door did that open ?? i knew i was a manager of a huge retail Store, could it be one that used to open that? What tales may that tell if it were? Years of working with so many people but no memory of many of them now.

The silver ones?

Maybe there were keys to old houses where we used to live, Elaine my darling wife is forever pointing out around Torbay where we used to live when we first moved here, but alas, those memories are long gone, feeling so sad now. 

The small ones????


These have to be keys to sheds, they are too small to be anything else, Oh how i wish i could remember the SHED TIMES, i am a keen gardener even now so i just know i must have had so MANY HAPPY memories pottering about in my sheds, feeling really upset now........................

So, what do i do now? the thought of these keys and the memories they must hold is making me very sad as i can't remember them, So, do i cast them away and think well, they only make me sad when i look at them? OR ? Do i hang on to them and hang on to the hope that one day there will be a cure and those memories will return to be loved, laughed at and cherished ??? 



I think i will KEEP them for the time being !!!  Keys are COOL .......................


Best wishes, Cc Norrms Mc Namara

Diagnosed aged 50, nine years ago and still being weighed down with lots of keys TEE HEE  x

Please copy and paste or share if wanted please share"
Wrong Diagnosis ?,Norrms,2017-07-11T09:57:43+0100,0,"I personally believe that many many people out there are diagnosed with Alzheimer's type dementia when they actually have Lewy bodys dementia, its just easier for some Drs to class it as the most common one (Allegedly)  Thing is some drugs for Alzheimer`s disease can be quite wrong for those Lewy Bodys

SO? QUESTION ??

These are some of the symptoms of Lewy Bodys, Sound familiar ????  

Symptoms of dementia with Lewy bodies include:


Changes in thinking and reasoning
Confusion and alertness that varies significantly from one time of day to another or from one day to the next
Parkinson's symptoms, such as a hunched posture, balance problems and rigid muscles
Visual hallucinations
Delusions
Trouble interpreting visual information
Acting out dreams, sometimes violently, a problem known as rapid eye movement (REM) sleep disorder
Malfunctions of the ""automatic"" (autonomic) nervous system
Memory loss that may be significant but less prominent than in Alzheimer's

is it time for a second opinion ???"
Tap Dance,Haverton,2017-07-29T17:06:23+0100,0,"I ran myself a bath a week or so ago.  I turned both taps on hot and cold.  My wife was out.  I wanted the water to stop i turned one of the taps off but water still flowed.  I thought this tap had jammed or something like that.  I phoned my wife in a total panic.  She said to make sure that the plug was not allowing the bath to overflow.  When my wife came home she simply turned the other tap off.

This disease is so frightening."
Shadows that dance,Norrms,2017-07-21T08:33:29+0100,0,"The Shadows that dance

The other day whilst in a shop with Elaine i was feeling very uneasy as if i was being watched, sometimes this happens, my eyes start to dart from side to side and i feel as if my heads on a swivel as if seem to be watching out for a possible attacker. The fear you feel sometimes when you have dementia like me, stems, i think,  from the fear of the unknown, the future, what MAY lie ahead, or not. To suddenly feel petrified for no apparent reason is not uncommon and happens more often to the likes of me that people often realise.


At this point, the noise level goes off the charts and your hearing becomes acuter. It's as if you can hear every conversation going on around you but its all just jumbled up words, sounds and echoes, it gets louder and louder as it races towards a crescendo of who knows where, then it happened, the blackness moved in..........................................


I saw something move beneath my feet ever so quickly from side to side, something black, so foreboding and worrying. I jumped to one side and yet it seemed to follow me just as quick, i jumped again but once again it moved with me, my mind couldn't take in what was happening. then the blackness moves away and all was gone, i turned around to see where, and it was then i realised it was only a shadow of someone stood nearby as i browsed the bookshelves, but OH how all seemed so very different just a few second before.


How i HATE this disease and the tricks it plays on your mind when you least expect it, but i hope this short article explains some of the things we go through with this awful disease.

Much love dear friends, 

Norrms Mc Namara 

Diagnosed with dementia 9 years ago aged just 50

Please share if you so wish"
"I have just been diagnosed with intensive widespead small vessel disease, what's next",Trash,2017-07-17T15:57:30+0100,0,As above.
I will get by with a little help from my friends,Haverton,2017-07-07T17:39:43+0100,0,"Joe  Cocker hit.  The issues of me traveling up north are waring me down.  I don't who i can turn to other than the peole on here.  I feel that the concerns about my safety are overwhelming almost to the point where i fee almost l bullied to change my mind and cancel my trip.  Despite of me assuring  them that i have arranged for help and I have put thing's in place where i am able to travel safety.

The safety measures are exhausted and to list them would not be fesable to do so on here.

In a nut shell i have people  to ensure that I am on the right platform to board the right train.  This will continue throughout my journey.

Im essence my PA will be involved and so will friends.  Moreover I can ask station personnel for help.  I am told that they are very helpful in these matters.

This post has taken so long to compose I am left totally wiped out.

Thanks for listening .

Take care"
Question ???,Norrms,2017-07-10T10:01:26+0100,0,"So here we are guys...................

Time 9.37am 
Date 10/7/2017
or for my USA friends 
7/10/2017

How many NEW ideas can we get to help those with Dementia living AT HOME (Not in a care home)  before 10am WEDNESDAY 
12/7/2017

USA
7/12/2017

Looking forward to your replies 
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx"
Home alone and happy,Jeanie 73,2017-07-01T09:54:00+0100,0,"It has taken months and much angst on both mine and daughters part, but finally we have come to agree that I am fine too be left at home, left too my own devices.
There is enough food in too feed a small army and east for me too get myself.

Yay I am home alone and happy to be so, it would be wonderful if a friend were to call in and say hi.
Joy will be on her way too York, hope the weather stays fine for both of us. For now it's a new chapter in the journey that is Alzheimer's and is proving too be a better time, we both have always adapted over the years too mainly not so good changes, but we must make the most of better times.
Home is where I feel most comfortable and not afraid, simply because it's so familiar and it is home  and whilst it is so familiar and safe it may not always be like that as the Alzheimer's progresses. For now it's great❤️❤️"
The Inner Song,creativesarah,2017-06-02T12:51:20+0100,0,"Having won the National Memory Day Competition lots of people have asked to read the story about a reminiscence group.
I run one with a friend in Northampton and I may be running one in our local library too.
I have put my story onto my blog so it's easier to find.
cookingbykindlelight.wordpress.com
I hope you enjoy reading it as much as \I enjoyed writing it!http://cookingbykindlelight.wordpress.com"
Send in the clowns where are the clowns?,Haverton,2017-06-30T16:13:45+0100,0,"A song that reflects the sadness of its author.  Such sadness is  very real to me at the moment.

I am frustrated because I want to visit my mum and friends in the north (i live Essex).

I am encouraged to be as independent as i can for as long i can. I wish to travel by train. Despite arranging support including been met by someone to ensure I am on the right platform to board the train i need.  

I understand that my loved ones are concerned of my safety  but i really need to do this while i can.  It means so much to me so we have to agree that we do not agree 

Disabled people travel the world so I wish to do the same.  Any  advice would be welcome."
Hi,Haverton,2017-06-17T16:52:55+0100,0,"I have not being posting for a while.  I like to remain positive but i have had tough time these last two months.  Mr mood is low.  The most simple of tasks are a trouble for me.
I am becoming more and more confused.  My wife identifies a pattern where I am not to so bad for a period then not too good.

Getting back to my confusion.  I could not remember how to open the micro wave door.  I could not access a pay point because I tried to put my card in the wrong place.( I tried to put my card in the flashing light instead of below it)   I could not remember how to empty the dishwasher  There were several other instances where I have forgot to mention

My wife has also mentioned my irritation in these times of confusion and low mood.  I do not like myself for that

I just feel that I am spiralling down and I am only 63.  In fairness such a feeling might because I feel low.  I am sorry that i can not end this post with a more positive way.

Any how thank you for being there for me in this moment in time"
Things seem too be moving on at a pace I dare not comprehend!,Jeanie 73,2017-05-06T20:08:52+0100,0,"Really hoping that how I feel and am at the moment is just yet another passing phase in this disease Alzheimer's. 
Not going too think any further than that of it! For now I find I have to stay as calm as possible. For instance I was getting really annoyed at all the starlings swooping down to grab all the mealworms I had put out for the smaller birds, within minutes my eyesight became distorted and hazey my insides feel so shaken and yet outwardly know one would guess or know.
I can't comprehend what it must be like to not be able to voice how you are to anyone else! And yet I am beginning to wish that I know and comprehend far less than I actually do know and feel.❤️


Sent from my iPad using Talking Point"
Raw side of lewy bodys dementia,Norrms,2017-06-15T16:58:48+0100,0,"THE RAW SIDE OF LEWY BODY`S DEMENTIA


Have you ever woken up such a feeling of dread you are convinced the worst thing that could possibly happen to you has happened or is going to do anytime now?

Have you EVER loved someone so much it hurts at times and the thought of them hurting breaks you in two ?

Or, ? When you feel as if you have had such a wonderful happy trouble free day and feel like nothing in the world can harm you and any memory of Lewy bodys dementia or any other illness seems in the distant past??

Then, please, if you can try  imagining coming out of a hallucination in the pitch dark in the middle of the night with arms flaying, Punch after punch being thrown  legs kicking and the love of your life screaming STOP STOP ITS ME !!!!

ITS DEVASTATING. ITS PETRIFYING. IT`S SO UNIMAGINABLY  FRIGHTENING.

You know then LEWY BODY`S Dementia demon HAS BEEN TO VISIT

You try to get off back to sleep, but its not a real sleep, its a fitful one full of flash backs and worry, you try sleep facing the other way from your loved one but the feeling of it happening again never wanes and stays with you all night.

When you get up the feeling of guilt overwhelms you as you try, in vain to make sense of what has just happened, but , of course you cant, all you can do is look at your loved one and hold them as close and as tight as you dare, they say its ok, they say they are not hurt, they SAY you missed every time ???

But did i ????  Would they tell you if hadn't ??

It carries on during the day, the flashbacks, the sounds, the screams from the night before echoing in your ears as if its happening all over again. You Jump, startled, and yet nothing is  there. It eats away at your confidence and ability to function during the day, your nerves are shredded whilst all the time this heavy feeling of guilt lays across your whole body.

And then comes the worry if it happening again, until suddenly you ask the question you have never imagining asking yourself ?? 

WHAT IF ????? WHAT IF ????  OMG !!!!!!  WHAT IF ???

Tears start to flow down your face as the sheer thought of hurting someone you have adored forever stats to hit home, you begin to shake with fear, you feel sick, your stomach turns and tuns until you are almost physically sick , the seat starts to roll down your face and you just know you have never felt so helpless in your entire life.

And then ?? EVEN THEN !! Your loved one holds you, kisses your cheek as you keep repeating time and time again that your so sorry, you hold each other as if the world is going to end right there and then and wait, together, as the tears subside on both faces.

But you both know, so very deep down  that the chances are very real of it happening again and again, and next time ???????????


THIS IS THE REALTY OF LIVING WITH LEWY BODYS in its very RAW state , no apologies, but really hope it helps more that upset`s

Much love and please feel free to share/ copy and paste

Norrms, Diagnosed with dementia nine years ago aged 50"
Terrified!,NotTooLate,2017-06-12T11:18:33+0100,0,"I just been told I have dementia.
I no I have something wrong but did not want this... terrified can not cope.
how do you deal with it?"
let the caged bird sing,creativesarah,2017-04-13T16:02:41+0100,0,"Sometimes, like the last few days I have gone through a dark time.

But I still know that the caged bird can sing.

I have started writing short stories and poetry and I am finding it helpful.

I don't want to share my whole poem as I won't then be able to enter it into 

competitions but I will share a couple of lines with you.

The love of it's protector
Has placed him there
Not to stifle and constrain
But to heal and redeem
Saved from a captivity 
Of misunderstanding,
Rejection,sorrow.

My lovely friend J has seriously deteriorated to the point where he has become violent and I can no longer safely have him over for meals or take him out.
I feel such a grief about this and it has weighed me down.

Sometimes we are like caged birds but I intend  to sing and I know he will too, in his own way. The real J is still there just broken. I hope if I can bring healing in anyway that I will find the strength to do it."
HMRC Help,danonwheels,2017-05-11T11:31:35+0100,0,"Hi all, I've got to have dealings with the tax office and I don't understand any of what they're telling me or what I need to do about it.

Does anyone know if there is any help available to make sense of it at all please?

Thanks"
Nightmares and Night terrors?,Jeanie 73,2017-05-15T20:19:57+0100,0,"Last night I had a nightmare unlike a night terror where I did not know or understand exactly what it was I was afraid of, only that I was terrified.
The last real nightmare I had was before I was put on the Ebixa, I no longer able too remember what it was about, but I can remember how I felt i.e. Could not move a limb but then a darkness descending and an acceptance that this was the end just before it went totally black.
Each time I was surprised too find myself actually waking up and checking too see if I was where I thought I was, I was, but afraid to close my eyes.
Sometimes my little dog sleeps with me,but I remember I was restless so had put him back in his bed. 
The content of the nightmare was that I didn't recognise my daughter a complete stranger stood in front of me, I asked if she was a friend of Joys and yet deep down I knew it was Joy. I won't go into the scarier bits of the nightmare, but when I did wake up properly I wondered if I would recognise her when she did come down! Needless too say I did, but I know that one day I might not.
If nothing else it made me feel so grateful too be where I am in a decent home with family, daughter and granddaughter close by and my garden that I can see and watch the birds we feed come and go with their babies now in tow. 
Hopefully it will be quite a while before the next nightmare, or perhaps there simply won't be any more❤️


Sent from my iPad using Talking Point"
My altzheimers,Flyingryan,2017-05-23T10:40:45+0100,0,I'm having trouble trying to be able to talk to someone about my altzheimers who understands what I'm going through
Dementia Awareness Week,creativesarah,2017-05-15T12:52:20+0100,0,"Couldn't see anything on the forum about Dementia Awareness Week!

It's a great opportunity to enlighten others and encourage ourselves that stuff is going on

I have had a story shortlisted in the National Memory Day Competition. The results come out on Thursday. 

There are other activities going on too

Have a great week"
Jig Saw Puzzle...difficulty,Quakeroat1,2017-05-09T09:35:50+0100,0,"Last October I started doing jig saws 500 piece and in the last month I can't even complete the surrounds of one.
I am wondering if it's a cognitive problem or a concentration problem. Could even be I've sickened myself off doing 3 or 4 a week.
I was hoping for feedback to help me clarify this.
Trying to do one now is just infuriating me."
"Do, think, share  - Dementia Awareness Week Challenge",creativesarah,2017-05-15T12:55:37+0100,0,"There are some activities, challenges on dothinkshare.com
 I am signing up to have a go just thought I would let you all know about it.
Might lift our spirits a bit to take part"
Words with friends,Quakeroat1,2017-05-10T09:15:13+0100,0,"One thing I'm still very good at is this word game can compete with most neurotypicals.
They all express shock at this ability still being there which is rather annoying to me.
Can anyone else talk on this experience"
Losing it.,john51,2017-05-07T09:07:17+0100,0,"Having heard the dreadful words you have dementia and all the despair they bring; how life is shattered and then starting to get used to new normal I thought I had developed resilience and nothing else in life would hit me like that again. 
I was wrong.
Last week I was sat with another medical as she told me my loss of vision and visual field is permanent. With all the compassion of a container ship she told me you are going blind. Do you want to be registered?
I know.....I've known for a while but it was brutally blunt.
Hey ho new normal again with less windows to look out of.
John 

Sent from my SM-A310F using Talking Point mobile app"
TWO Questions ?,Norrms,2017-05-11T10:41:58+0100,0,"Q.1? How much per hour do you pay Care Companies for befriending with no personal care per hour?

Q.2 ? To all care companies.......

When direct payments average about £14 to£16.00 per hour and you charge £18.00 to £20.40 ph , WHERE do you think the other money (Top Up) is going to come from ??? Most on direct payments are on benefits and live hand to mouth ???"
Dementia Awareness Week,danonwheels,2017-05-10T13:35:36+0100,0,"It's dementia awareness week next week and representatives from the Alzheimer's Society are coming to the hospital I work in, providing information to members of the public and running a dementia friends session.  I feel like I should go see them but I'm not sure why and probably wouldn't be able to get the time out of work anyway."
Video of Royal Visit,Norrms,2017-05-09T10:16:45+0100,0,"Please watch the second one down Four minute video of Prince Edwards visit to the Purple Angel memory cafe , what an incredible day and what a gent he was, with a great sense of humour, please share

Click on link, second video
http://www.devonlive.com/prince-edward-s-torbay-visit-pictures/story-30312435-detail/story.html"
